,Member_number,Date,itemDescription,Transaction_id
12760,4412,13-03-2014,"['canned vegetables', 'UHT-milk']",T05944
13702,4663,13-03-2014,"['domestic eggs', 'coffee']",T05945
12733,4404,13-03-2014,"['other vegetables', 'brown bread', 'flower (seeds)']",T05946
11572,4113,13-03-2014,"['other vegetables', 'UHT-milk']",T05947
9475,3548,13-03-2014,"['yogurt', 'tropical fruit']",T05948
8834,3378,13-03-2014,"['canned fish', 'bottled water', 'rolls/buns']",T05949
11106,3976,13-03-2014,"['onions', 'other vegetables']",T05950
8975,3418,13-03-2015,"['yogurt', 'detergent']",T05951
6669,2787,13-03-2015,"['UHT-milk', 'specialty chocolate', 'citrus fruit', 'frozen meals']",T05952
12747,4408,13-03-2015,"['cream cheese ', 'whole milk', 'white bread']",T05953
10359,3778,13-03-2015,"['meat', 'soda']",T05954
11191,4007,13-03-2015,"['tropical fruit', 'cream cheese ', 'bottled water']",T05955
5257,2412,13-03-2015,"['bottled beer', 'sausage', 'hard cheese']",T05956
2065,1567,13-03-2015,"['citrus fruit', 'yogurt', 'whole milk', 'whipped/sour cream', 'rolls/buns', 'frankfurter', 'bottled beer', 'candy']",T05957
5469,2468,13-03-2015,"['fruit/vegetable juice', 'rolls/buns', 'bottled beer', 'semi-finished bread', 'domestic eggs', 'whole milk']",T05958
13481,4606,13-03-2015,"['rolls/buns', 'grapes', 'canned beer', 'whole milk']",T05959
12553,4355,13-03-2015,"['misc. beverages', 'canned beer', 'long life bakery product']",T05960
13832,4693,13-03-2015,"['female sanitary products', 'fruit/vegetable juice']",T05961
1236,1340,13-03-2015,"['root vegetables', 'rolls/buns', 'whole milk']",T05962
14124,4768,13-03-2015,"['flour', 'hamburger meat', 'yogurt', 'pork']",T05963
7955,3135,13-03-2015,"['sausage', 'specialty bar']",T05964
5864,2575,13-03-2015,"['pot plants', 'chicken']",T05965
14623,4899,13-03-2015,"['hamburger meat', 'other vegetables']",T05966
14798,4951,13-03-2015,"['pork', 'seasonal products', 'tropical fruit']",T05967
7796,3093,13-03-2015,"['yogurt', 'shopping bags']",T05968
9828,3640,13-03-2015,"['coffee', 'rolls/buns', 'domestic eggs']",T05969
6960,2864,13-03-2015,"['tropical fruit', 'citrus fruit']",T05970
1792,1489,13-03-2015,"['pork', 'whole milk']",T05971
11601,4120,13-03-2015,"['rolls/buns', 'rolls/buns']",T05972
11773,4163,13-03-2015,"['tropical fruit', 'soda']",T05973
4687,2257,13-03-2015,"['pork', 'pip fruit']",T05974
13335,4566,13-04-2014,"['hard cheese', 'white bread']",T05975
5746,2545,13-04-2014,"['herbs', 'whole milk']",T05976
9745,3614,13-04-2014,"['specialty bar', 'other vegetables']",T05977
7338,2969,13-04-2014,"['processed cheese', 'frankfurter']",T05978
3095,1836,13-04-2014,"['sugar', 'whole milk']",T05979
12982,4471,13-04-2014,"['pet care', 'mustard']",T05980
4245,2139,13-04-2014,"['soda', 'margarine']",T05981
13728,4669,13-04-2014,"['pastry', 'tropical fruit']",T05982
13216,4533,13-04-2014,"['cereals', 'curd']",T05983
14765,4941,13-04-2014,"['newspapers', 'liquor']",T05984
8169,3190,13-04-2014,"['bottled beer', 'pastry', 'curd']",T05985
9895,3659,13-04-2014,"['shopping bags', 'citrus fruit']",T05986
4663,2252,13-04-2014,"['canned beer', 'cream cheese ', 'chewing gum']",T05987
14704,4927,13-04-2014,"['root vegetables', 'soda']",T05988
1621,1445,13-04-2014,"['bottled water', 'frankfurter']",T05989
1129,1310,13-04-2014,"['hard cheese', 'salty snack']",T05990
3550,1949,13-04-2014,"['candy', 'cat food']",T05991
5938,2593,13-04-2014,"['newspapers', 'shopping bags']",T05992
4006,2070,13-04-2014,"['oil', 'skin care']",T05993
12259,4285,13-04-2014,"['domestic eggs', 'root vegetables']",T05994
12371,4309,13-04-2014,"['white bread', 'waffles']",T05995
2756,1752,13-04-2014,"['butter', 'pip fruit']",T05996
9342,3515,13-04-2014,"['cling film/bags', 'sliced cheese']",T05997
3794,2018,13-04-2014,"['bottled beer', 'frozen potato products']",T05998
4873,2308,13-04-2014,"['yogurt', 'yogurt']",T05999
7736,3079,13-04-2014,"['soda', 'mustard']",T06000
742,1204,13-04-2014,"['soda', 'beverages']",T06001
14022,4741,13-04-2014,"['ice cream', 'butter']",T06002
365,1102,13-04-2014,"['candy', 'white wine']",T06003
4592,2234,13-04-2014,"['newspapers', 'pastry']",T06004
3857,2037,13-04-2014,"['beef', 'domestic eggs']",T06005
12586,4364,13-04-2014,"['coffee', 'sugar', 'frozen vegetables', 'cream cheese ']",T06006
1013,1280,13-04-2014,"['spices', 'butter milk']",T06007
7589,3038,13-04-2014,"['long life bakery product', 'other vegetables', 'whole milk', 'soda']",T06008
918,1252,13-04-2015,"['dishes', 'pork', 'soda', 'whole milk', 'turkey', 'pot plants']",T06009
819,1226,13-04-2015,"['hard cheese', 'pastry']",T06010
960,1265,13-04-2015,"['pork', 'yogurt']",T06011
1266,1349,13-04-2015,"['domestic eggs', 'whole milk', 'bottled water', 'domestic eggs']",T06012
11825,4177,13-04-2015,"['semi-finished bread', 'grapes', 'whole milk', 'frankfurter', 'butter']",T06013
8929,3405,13-04-2015,"['beef', 'UHT-milk', 'whole milk', 'rolls/buns', 'fruit/vegetable juice', 'pip fruit', 'ice cream']",T06014
1161,1321,13-04-2015,"['soda', 'bottled beer']",T06015
14599,4892,13-04-2015,"['citrus fruit', 'make up remover']",T06016
6202,2665,13-04-2015,"['frozen potato products', 'detergent']",T06017
9794,3629,13-04-2015,"['chicken', 'tropical fruit']",T06018
14286,4809,13-04-2015,"['zwieback', 'curd']",T06019
602,1165,13-04-2015,"['chocolate', 'pork', 'packaged fruit/vegetables']",T06020
8753,3353,13-04-2015,"['yogurt', 'baking powder', 'sausage']",T06021
12560,4357,13-04-2015,"['chicken', 'pip fruit', 'canned beer', 'sausage']",T06022
3086,1833,13-04-2015,"['whipped/sour cream', 'tropical fruit']",T06023
8704,3339,13-04-2015,"['meat', 'margarine']",T06024
12682,4389,13-04-2015,"['whole milk', 'white wine']",T06025
7721,3074,13-04-2015,"['whole milk', 'margarine']",T06026
10757,3885,13-04-2015,"['rolls/buns', 'chocolate', 'seasonal products']",T06027
6049,2623,13-05-2014,"['canned beer', 'fish', 'chocolate']",T06028
4238,2138,13-05-2014,"['canned beer', 'curd', 'whole milk']",T06029
2568,1702,13-05-2014,"['yogurt', 'pork', 'margarine']",T06030
126,1034,13-05-2014,"['newspapers', 'tropical fruit']",T06031
3677,1991,13-05-2014,"['newspapers', 'long life bakery product', 'soda']",T06032
8511,3287,13-05-2014,"['root vegetables', 'dessert', 'other vegetables']",T06033
9724,3609,13-05-2014,"['rolls/buns', 'specialty bar']",T06034
2455,1666,13-05-2014,"['flower (seeds)', 'pip fruit']",T06035
12461,4330,13-05-2014,"['beef', 'domestic eggs']",T06036
10989,3947,13-05-2014,"['newspapers', 'pip fruit']",T06037
4266,2144,13-05-2014,"['pork', 'specialty bar']",T06038
3137,1847,13-05-2014,"['root vegetables', 'newspapers', 'butter']",T06039
293,1082,13-05-2014,"['beef', 'margarine', 'other vegetables']",T06040
4532,2218,13-05-2014,"['root vegetables', 'sausage']",T06041
4108,2100,13-05-2014,"['condensed milk', 'yogurt']",T06042
6465,2736,13-05-2014,"['frozen vegetables', 'napkins', 'pastry', 'tropical fruit']",T06043
12073,4236,13-05-2014,"['skin care', 'napkins']",T06044
10108,3716,13-05-2014,"['pork', 'chewing gum', 'canned fish']",T06045
1535,1422,13-05-2014,"['fruit/vegetable juice', 'candy']",T06046
12943,4461,13-05-2014,"['newspapers', 'white bread', 'cake bar']",T06047
6197,2663,13-05-2014,"['bottled water', 'bottled water']",T06048
8371,3248,13-05-2014,"['chicken', 'liquor']",T06049
11186,4005,13-05-2014,"['rolls/buns', 'newspapers', 'mustard', 'vinegar']",T06050
12071,4235,13-05-2014,"['seasonal products', 'whole milk']",T06051
11008,3953,13-05-2014,"['bottled beer', 'red/blush wine']",T06052
14424,4843,13-05-2015,"['whole milk', 'whole milk', 'whole milk', 'pork']",T06053
7841,3104,13-05-2015,"['whole milk', 'citrus fruit']",T06054
433,1118,13-05-2015,"['curd', 'house keeping products', 'pickled vegetables', 'rolls/buns']",T06055
10513,3818,13-05-2015,"['tropical fruit', 'yogurt', 'other vegetables', 'whole milk']",T06056
1740,1477,13-05-2015,"['berries', 'bottled beer']",T06057
12433,4323,13-05-2015,"['beef', 'whole milk']",T06058
6335,2700,13-05-2015,"['yogurt', 'hamburger meat']",T06059
1869,1509,13-05-2015,"['chocolate', 'liquor']",T06060
5456,2464,13-05-2015,"['white wine', 'rolls/buns']",T06061
11911,4197,13-05-2015,"['butter', 'cream']",T06062
5766,2549,13-05-2015,"['other vegetables', 'liquor (appetizer)']",T06063
1383,1380,13-05-2015,"['yogurt', 'pip fruit']",T06064
11005,3953,13-05-2015,"['pip fruit', 'brown bread', 'sausage']",T06065
11523,4102,13-05-2015,"['soda', 'oil']",T06066
708,1194,13-05-2015,"['pastry', 'coffee', 'soda', 'butter']",T06067
8743,3351,13-06-2014,"['bottled beer', 'citrus fruit']",T06068
6927,2855,13-06-2014,"['rolls/buns', 'processed cheese', 'cat food', 'whole milk']",T06069
7228,2941,13-06-2014,"['beverages', 'bottled water']",T06070
7520,3020,13-06-2014,"['bottled beer', 'rolls/buns']",T06071
9281,3499,13-06-2014,"['whole milk', 'berries']",T06072
6893,2847,13-06-2014,"['ham', 'yogurt']",T06073
7015,2878,13-06-2014,"['bottled water', 'rolls/buns']",T06074
7013,2877,13-06-2014,"['mustard', 'frozen meals']",T06075
9293,3501,13-06-2014,"['bottled beer', 'whipped/sour cream']",T06076
8982,3421,13-06-2014,"['pastry', 'pet care', 'red/blush wine']",T06077
7481,3010,13-06-2014,"['shopping bags', 'hygiene articles', 'pork']",T06078
4834,2295,13-06-2014,"['rolls/buns', 'mayonnaise']",T06079
13137,4512,13-06-2014,"['tropical fruit', 'white bread']",T06080
90,1023,13-06-2014,"['soda', 'domestic eggs']",T06081
14881,4972,13-06-2014,"['curd', 'soda']",T06082
11361,4059,13-06-2014,"['bottled water', 'UHT-milk']",T06083
901,1246,13-06-2014,"['berries', 'tropical fruit']",T06084
14310,4817,13-06-2014,"['butter', 'instant coffee']",T06085
9750,3615,13-06-2014,"['sugar', 'whole milk']",T06086
151,1041,13-06-2014,"['chicken', 'frozen vegetables', 'candy']",T06087
3566,1954,13-06-2014,"['dishes', 'processed cheese']",T06088
4487,2204,13-06-2014,"['chicken', 'sliced cheese']",T06089
14617,4897,13-06-2014,"['dishes', 'rolls/buns']",T06090
13811,4687,13-06-2014,"['soda', 'processed cheese']",T06091
13771,4679,13-06-2014,"['salty snack', 'white wine']",T06092
12164,4261,13-06-2014,"['fruit/vegetable juice', 'whole milk', 'rolls/buns']",T06093
12147,4258,13-06-2014,"['yogurt', 'newspapers']",T06094
12980,4470,13-06-2014,"['rolls/buns', 'tropical fruit']",T06095
9801,3633,13-06-2014,"['chocolate', 'soda']",T06096
11498,4096,13-06-2014,"['fruit/vegetable juice', 'yogurt', 'beef']",T06097
13325,4564,13-06-2015,"['pip fruit', 'cat food', 'white bread']",T06098
9578,3574,13-06-2015,"['tropical fruit', 'domestic eggs']",T06099
7934,3128,13-06-2015,"['whipped/sour cream', 'yogurt', 'cream cheese ', 'rolls/buns', 'meat', 'frozen meals']",T06100
12109,4246,13-06-2015,"['rolls/buns', 'yogurt']",T06101
10987,3947,13-06-2015,"['meat', 'liver loaf']",T06102
5553,2494,13-06-2015,"['pot plants', 'butter', 'packaged fruit/vegetables', 'rolls/buns']",T06103
518,1142,13-06-2015,"['chicken', 'brown bread']",T06104
9128,3463,13-06-2015,"['bottled water', 'pip fruit']",T06105
13424,4591,13-06-2015,"['zwieback', 'female sanitary products', 'onions']",T06106
793,1218,13-06-2015,"['other vegetables', 'fruit/vegetable juice']",T06107
7135,2916,13-06-2015,"['salty snack', 'semi-finished bread', 'whole milk', 'chocolate marshmallow', 'domestic eggs', 'house keeping products', 'other vegetables', 'whole milk']",T06108
5693,2530,13-06-2015,"['cling film/bags', 'softener', 'yogurt']",T06109
13284,4553,13-06-2015,"['coffee', 'baking powder', 'curd']",T06110
2956,1799,13-06-2015,"['canned beer', 'canned fish']",T06111
7798,3094,13-06-2015,"['meat', 'sausage']",T06112
7712,3071,13-06-2015,"['sausage', 'frozen meals']",T06113
11733,4153,13-06-2015,"['house keeping products', 'fruit/vegetable juice']",T06114
10680,3863,13-06-2015,"['pet care', 'brown bread']",T06115
8746,3352,13-06-2015,"['yogurt', 'sausage', 'sugar']",T06116
9737,3612,13-06-2015,"['brown bread', 'canned beer']",T06117
1265,1348,13-06-2015,"['chocolate', 'bottled beer', 'root vegetables', 'chewing gum']",T06118
12856,4437,13-06-2015,"['root vegetables', 'hamburger meat']",T06119
4713,2265,13-06-2015,"['white bread', 'specialty fat', 'whipped/sour cream', 'soft cheese', 'chicken', 'frankfurter']",T06120
8748,3353,13-07-2014,"['UHT-milk', 'chocolate', 'sliced cheese']",T06121
14285,4809,13-07-2014,"['UHT-milk', 'sugar']",T06122
5818,2562,13-07-2014,"['other vegetables', 'meat spreads']",T06123
7962,3137,13-07-2014,"['other vegetables', 'rolls/buns']",T06124
2266,1618,13-07-2014,"['bottled beer', 'sugar', 'popcorn']",T06125
4265,2144,13-07-2014,"['sweet spreads', 'pork']",T06126
8968,3416,13-07-2014,"['frozen vegetables', 'chicken']",T06127
1693,1466,13-07-2014,"['candy', 'hamburger meat']",T06128
10181,3735,13-07-2014,"['bottled beer', 'whole milk']",T06129
9560,3570,13-07-2014,"['soda', 'soda']",T06130
10149,3727,13-07-2014,"['napkins', 'whole milk', 'pastry', 'long life bakery product']",T06131
4283,2149,13-07-2014,"['whole milk', 'bathroom cleaner']",T06132
2358,1644,13-07-2014,"['brown bread', 'napkins', 'salty snack']",T06133
1931,1525,13-07-2014,"['bottled beer', 'sausage', 'sliced cheese']",T06134
9960,3675,13-07-2014,"['butter milk', 'mayonnaise']",T06135
14197,4786,13-07-2014,"['waffles', 'chocolate', 'seasonal products']",T06136
6699,2794,13-07-2014,"['whole milk', 'curd']",T06137
9460,3544,13-07-2014,"['house keeping products', 'newspapers']",T06138
4404,2183,13-07-2014,"['frozen dessert', 'frankfurter', 'domestic eggs']",T06139
13441,4594,13-07-2014,"['onions', 'canned fish']",T06140
9279,3499,13-07-2014,"['canned beer', 'whole milk', 'soda']",T06141
8892,3396,13-07-2014,"['yogurt', 'packaged fruit/vegetables']",T06142
2702,1740,13-07-2014,"['rolls/buns', 'whipped/sour cream']",T06143
8015,3150,13-07-2014,"['whole milk', 'flower soil/fertilizer']",T06144
7804,3094,13-07-2014,"['soda', 'whipped/sour cream']",T06145
663,1181,13-07-2014,"['oil', 'bottled beer', 'whole milk', 'dishes']",T06146
1936,1526,13-07-2014,"['yogurt', 'rolls/buns']",T06147
2677,1734,13-07-2015,"['bottled water', 'rolls/buns']",T06148
8640,3321,13-07-2015,"['coffee', 'sausage', 'yogurt', 'white wine']",T06149
1374,1379,13-07-2015,"['butter milk', 'domestic eggs', 'popcorn', 'canned beer']",T06150
3209,1866,13-07-2015,"['chicken', 'pastry']",T06151
8485,3280,13-07-2015,"['UHT-milk', 'whole milk']",T06152
8450,3268,13-07-2015,"['specialty cheese', 'whole milk', 'citrus fruit']",T06153
6493,2743,13-07-2015,"['whole milk', 'frozen vegetables', 'citrus fruit']",T06154
7583,3036,13-07-2015,"['root vegetables', 'beef', 'other vegetables', 'whole milk', 'whipped/sour cream', 'whipped/sour cream']",T06155
120,1032,13-07-2015,"['whipped/sour cream', 'ice cream']",T06156
13426,4592,13-07-2015,"['citrus fruit', 'chewing gum', 'newspapers', 'pastry']",T06157
2627,1722,13-07-2015,"['whole milk', 'tropical fruit']",T06158
2200,1603,13-07-2015,"['canned beer', 'whole milk']",T06159
1513,1417,13-07-2015,"['pip fruit', 'pot plants']",T06160
10228,3746,13-07-2015,"['whole milk', 'sausage']",T06161
13451,4597,13-07-2015,"['seasonal products', 'frankfurter']",T06162
14687,4923,13-08-2014,"['herbs', 'coffee', 'salt']",T06163
5604,2510,13-08-2014,"['whole milk', 'sugar']",T06164
2081,1572,13-08-2014,"['finished products', 'frozen vegetables']",T06165
2068,1567,13-08-2014,"['chocolate', 'onions']",T06166
9708,3603,13-08-2014,"['zwieback', 'white bread']",T06167
13739,4671,13-08-2014,"['soda', 'canned fish']",T06168
1724,1474,13-08-2014,"['meat', 'whole milk', 'newspapers']",T06169
8368,3248,13-08-2014,"['flour', 'other vegetables']",T06170
12422,4321,13-08-2014,"['misc. beverages', 'grapes']",T06171
10581,3839,13-08-2014,"['citrus fruit', 'canned fish', 'hard cheese']",T06172
13544,4624,13-08-2014,"['coffee', 'softener']",T06173
8620,3314,13-08-2014,"['ice cream', 'long life bakery product']",T06174
10217,3743,13-08-2014,"['domestic eggs', 'whole milk', 'brown bread']",T06175
3247,1877,13-08-2014,"['soda', 'brown bread', 'flour']",T06176
9553,3568,13-08-2014,"['soda', 'beverages']",T06177
8649,3322,13-08-2014,"['beef', 'rolls/buns']",T06178
378,1107,13-08-2014,"['whole milk', 'pastry']",T06179
14766,4941,13-08-2014,"['butter milk', 'meat']",T06180
13382,4578,13-08-2014,"['white bread', 'pot plants']",T06181
14710,4930,13-08-2014,"['dessert', 'other vegetables', 'tropical fruit']",T06182
10845,3909,13-08-2014,"['root vegetables', 'rice']",T06183
1958,1534,13-08-2015,"['rolls/buns', 'tropical fruit', 'sliced cheese', 'napkins', 'liquor', 'hygiene articles', 'dental care', 'pastry']",T06184
9958,3674,13-08-2015,"['yogurt', 'canned beer', 'bottled water']",T06185
12694,4392,13-08-2015,"['instant coffee', 'chewing gum']",T06186
1597,1439,13-08-2015,"['whole milk', 'whole milk', 'frankfurter']",T06187
13479,4605,13-08-2015,"['bottled water', 'yogurt']",T06188
7452,3002,13-08-2015,"['coffee', 'frozen meals', 'soups', 'seasonal products', 'citrus fruit', 'yogurt']",T06189
11635,4129,13-08-2015,"['cereals', 'chicken']",T06190
10000,3684,13-08-2015,"['whole milk', 'citrus fruit']",T06191
9104,3458,13-08-2015,"['whole milk', 'sausage']",T06192
13282,4552,13-08-2015,"['other vegetables', 'domestic eggs', 'bottled beer']",T06193
7985,3141,13-08-2015,"['hard cheese', 'waffles', 'salty snack']",T06194
526,1144,13-08-2015,"['fish', 'canned beer']",T06195
846,1233,13-08-2015,"['other vegetables', 'butter milk']",T06196
5479,2471,13-08-2015,"['hamburger meat', 'pork', 'rolls/buns', 'frozen vegetables']",T06197
11571,4113,13-08-2015,"['frankfurter', 'rolls/buns']",T06198
5739,2543,13-08-2015,"['brown bread', 'cream cheese ', 'rolls/buns']",T06199
2418,1656,13-08-2015,"['hard cheese', 'whole milk', 'liquor (appetizer)', 'bottled beer']",T06200
356,1099,13-08-2015,"['pork', 'spread cheese']",T06201
9537,3562,13-08-2015,"['hygiene articles', 'whole milk', 'soda', 'canned beer', 'zwieback', 'sausage']",T06202
9749,3615,13-08-2015,"['popcorn', 'whole milk', 'spread cheese']",T06203
4133,2106,13-08-2015,"['bottled water', 'other vegetables']",T06204
2116,1581,13-08-2015,"['onions', 'grapes']",T06205
8802,3365,13-08-2015,"['chicken', 'cat food']",T06206
12596,4366,13-08-2015,"['soda', 'semi-finished bread']",T06207
11227,4017,13-08-2015,"['pork', 'pork']",T06208
628,1170,13-09-2014,"['pip fruit', 'whipped/sour cream']",T06209
11552,4108,13-09-2014,"['chewing gum', 'whipped/sour cream']",T06210
12106,4245,13-09-2014,"['whole milk', 'rolls/buns']",T06211
12974,4469,13-09-2014,"['curd', 'pork']",T06212
4536,2219,13-09-2014,"['margarine', 'whipped/sour cream']",T06213
2623,1720,13-09-2014,"['shopping bags', 'vinegar', 'herbs']",T06214
13092,4502,13-09-2014,"['shopping bags', 'whole milk']",T06215
9711,3604,13-09-2014,"['yogurt', 'other vegetables', 'pork']",T06216
9616,3583,13-09-2014,"['whipped/sour cream', 'citrus fruit']",T06217
2140,1587,13-09-2014,"['shopping bags', 'yogurt']",T06218
531,1145,13-09-2014,"['bottled beer', 'soda']",T06219
9455,3543,13-09-2014,"['processed cheese', 'rolls/buns']",T06220
14557,4878,13-09-2014,"['whipped/sour cream', 'ham']",T06221
1983,1542,13-09-2014,"['yogurt', 'popcorn']",T06222
10583,3839,13-09-2014,"['soft cheese', 'rice']",T06223
8109,3177,13-09-2014,"['pip fruit', 'soda']",T06224
